chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr3,88430000,88435000,chr3,88435000,88440000,2,9.40453081054371e-10,0
chr5,44635000,44640000,chr5,44640000,44645000,4,6.84613461552951e-19,0
chr12,105565000,105570000,chr12,105575000,105580000,2,1.1361355486502e-08,0
chrX,96735000,96740000,chrX,96745000,96750000,1,2.70933723000523e-05,0
chr1,49620000,49625000,chr1,49625000,49630000,2,3.53061503647401e-09,0
chr3,79415000,79420000,chr3,79425000,79430000,1,3.9465682336425e-05,0
chr1,55485000,55490000,chr1,55490000,55495000,1,2.32110759558554e-05,0
chrX,85790000,85795000,chrX,85795000,85800000,4,1.59965836675388e-20,0
chr4,69575000,69580000,chr4,69580000,69585000,3,4.39827897849902e-15,0
chr3,190480000,190485000,chr3,190485000,190490000,2,1.7609172820614e-09,0
chr15,100820000,100825000,chr15,100830000,100835000,1,0.000114752157712626,0
chr22,21775000,21780000,chr22,21780000,21785000,2,5.7390091001241e-13,0
chr10,5020000,5025000,chr10,5025000,5030000,1,0.00012861488191475,0
chr13,66685000,66690000,chr13,66690000,66695000,3,3.58156656769783e-14,0
chr4,165450000,165455000,chr4,165455000,165460000,2,1.73907202894914e-09,0
chr21,24315000,24320000,chr21,24325000,24330000,1,2.58715566037541e-05,0
chr13,28350000,28355000,chr13,28360000,28365000,1,3.82814282277235e-05,0
chr6,82180000,82185000,chr6,82185000,82190000,1,1.59509482425258e-05,0
chr3,137255000,137260000,chr3,137260000,137265000,1,4.01704035459172e-05,0
chr3,3920000,3925000,chr3,3925000,3930000,2,1.27180800623715e-09,0
chr13,38845000,38850000,chr13,38850000,38855000,3,3.79203222841543e-14,0
chr10,119770000,119775000,chr10,119775000,119780000,3,4.06648037814886e-14,0
chr15,33390000,33395000,chr15,33395000,33400000,1,0.000161779630569479,0
chr22,21030000,21035000,chr22,21035000,21040000,4,1.40000320909962e-14,0
chr18,35930000,35935000,chr18,35935000,35940000,4,8.02921638785008e-18,0
chr4,95745000,95750000,chr4,95750000,95755000,2,1.22284113149612e-08,0
chr3,103245000,103250000,chr3,103250000,103255000,1,2.81483889546721e-05,0
chrX,101095000,101100000,chrX,101100000,101105000,2,4.81869993481645e-10,0
chr18,73115000,73120000,chr18,73125000,73130000,1,7.88365448213988e-05,0
chr14,103565000,103570000,chr14,103570000,103575000,3,3.68424338541933e-14,0
chr1,152760000,152765000,chr1,152770000,152775000,1,9.23208366207794e-05,0
chr11,10985000,10990000,chr11,10990000,10995000,3,8.77456546022454e-14,0
chr10,49510000,49515000,chr10,49520000,49525000,1,0.000140872133102752,0
chr3,90200000,90205000,chr3,90210000,90215000,1,9.98347330609957e-06,0
chr14,23170000,23175000,chr14,23175000,23180000,3,3.08544431157666e-14,0
chr8,3405000,3410000,chr8,3415000,3420000,1,9.83415356575716e-05,0
chr1,157495000,157500000,chr1,157505000,157510000,1,0.000173952705774122,0
chr5,51100000,51105000,chr5,51105000,51110000,3,5.03874733917732e-14,0
chr2,229560000,229565000,chr2,229565000,229570000,2,1.22503694974492e-10,0
chr2,15000,20000,chr2,20000,25000,1,3.85316191792568e-05,0
chr6,115965000,115970000,chr6,115970000,115975000,2,4.30398569882791e-10,0
chr13,22755000,22760000,chr13,22760000,22765000,2,3.8002533954548e-10,0
chr8,34605000,34610000,chr8,34610000,34615000,4,3.08570646101714e-20,0
chr18,33035000,33040000,chr18,33050000,33055000,1,0.000359080178403665,0
chr9,12585000,12590000,chr9,12590000,12595000,1,4.17007554349534e-05,0
chr14,29715000,29720000,chr14,29725000,29730000,1,3.78435809064932e-05,0
chr3,87050000,87055000,chr3,87060000,87065000,1,9.8787663764988e-05,0
chr4,183075000,183080000,chr4,183080000,183085000,2,5.53214585875238e-09,0
chr7,86280000,86285000,chr7,86290000,86295000,1,0.000146254387522829,0
chr8,137220000,137225000,chr8,137225000,137230000,3,1.78469729756613e-14,0
chr20,53945000,53950000,chr20,53955000,53960000,1,9.41470738813105e-05,0
chr13,70590000,70595000,chr13,70600000,70605000,1,2.3869934173256e-05,0
chr8,47190000,47195000,chr8,47195000,47200000,3,1.45561907016644e-14,0
chr10,123605000,123610000,chr10,123610000,123615000,3,1.13450506456953e-14,0
chr17,10925000,10930000,chr17,10930000,10935000,2,9.27474145178475e-10,0
chr2,23110000,23115000,chr2,23115000,23120000,2,2.93636042908618e-09,0
chr11,106150000,106155000,chr11,106155000,106160000,3,1.38946243840338e-13,0
chrX,77645000,77650000,chrX,77650000,77655000,2,1.41625788677529e-09,0
chr16,34835000,34840000,chr16,34840000,34845000,2,2.40753059842817e-10,0
chr1,80520000,80525000,chr1,80530000,80535000,1,2.52210279191354e-05,0
chr4,184735000,184740000,chr4,184745000,184750000,1,0.00013210864312758,0
chr15,58695000,58700000,chr15,58705000,58710000,2,6.5889238504184e-08,0
chr10,121815000,121820000,chr10,121820000,121825000,3,2.74959370414583e-13,0
chr4,76800000,76805000,chr4,76810000,76815000,1,0.000194904697291381,0
chr19,31845000,31850000,chr19,31850000,31855000,3,1.54665974150542e-13,0
chr19,57500000,57505000,chr19,57515000,57520000,1,4.89146366955653e-05,0
chr9,84565000,84570000,chr9,84570000,84575000,3,2.99686026268565e-15,0
chr3,75945000,75950000,chr3,75950000,75955000,2,5.31065941165086e-12,0
chr1,152575000,152580000,chr1,152580000,152585000,4,1.23853797031241e-18,0
chr21,23825000,23830000,chr21,23830000,23835000,1,5.39100848736093e-05,0
chr18,66965000,66970000,chr18,66970000,66975000,1,1.99667507689185e-05,0
chrX,83070000,83075000,chrX,83075000,83080000,3,1.09949874256061e-14,0
chr14,86910000,86915000,chr14,86915000,86920000,1,2.51042668323294e-05,0
chr8,113445000,113450000,chr8,113450000,113455000,3,1.15833142284107e-14,0
chr1,80930000,80935000,chr1,80935000,80940000,3,1.39093305418981e-14,0
chr7,80775000,80780000,chr7,80790000,80795000,1,0.000133346882005546,0
chr2,13730000,13735000,chr2,13740000,13745000,1,6.10070397171322e-05,0
chr11,40845000,40850000,chr11,40850000,40855000,1,1.63054060073155e-05,0
chr3,74285000,74290000,chr3,74295000,74300000,1,4.24346579389981e-05,0
chr9,134210000,134215000,chr9,134215000,134220000,2,1.55299479897993e-09,0
chr4,180840000,180845000,chr4,180845000,180850000,1,5.17167668240884e-05,0
chr4,116250000,116255000,chr4,116260000,116265000,1,4.60374366365557e-05,0
chr18,39565000,39570000,chr18,39575000,39580000,1,8.39818037118049e-05,0
chr11,5070000,5075000,chr11,5075000,5080000,3,1.46715416514069e-14,0
chr10,68180000,68185000,chr10,68185000,68190000,2,1.11143220920622e-09,0
chr20,40590000,40595000,chr20,40595000,40600000,2,1.15723399178751e-08,0
chr6,41205000,41210000,chr6,41210000,41215000,1,4.43778523252059e-05,0
chr13,108255000,108260000,chr13,108260000,108265000,2,4.35367579420361e-10,0
chr13,85740000,85745000,chr13,85745000,85750000,1,1.65139100082562e-05,0
chr9,135465000,135470000,chr9,135470000,135475000,2,6.42922963497629e-09,0
chr12,38625000,38630000,chr12,38630000,38635000,1,3.3761196852306e-05,0
chr18,58430000,58435000,chr18,58435000,58440000,1,3.9182127682681e-05,0
chr2,225695000,225700000,chr2,225700000,225705000,2,9.97549709643997e-10,0
chr21,22995000,23000000,chr21,23000000,23005000,4,4.5859376771871e-17,0
chrX,5425000,5430000,chrX,5435000,5440000,1,4.95401127760793e-05,0
chrX,8470000,8475000,chrX,8475000,8480000,3,2.85514119210938e-16,0
chrX,20730000,20735000,chrX,20735000,20740000,3,5.2211109924818e-15,0
chrX,9580000,9585000,chrX,9585000,9590000,3,4.73781778594352e-14,0
chr10,120960000,120965000,chr10,120965000,120970000,2,2.20812086546794e-09,0
chr2,214835000,214840000,chr2,214840000,214845000,4,2.50070217372418e-20,0
chr7,124900000,124905000,chr7,124905000,124910000,3,5.97604067494871e-15,0
chr14,95825000,95830000,chr14,95835000,95840000,1,0.000115419244889107,0
chr2,35390000,35395000,chr2,35400000,35405000,1,3.23058771494576e-05,0
chr5,16490000,16495000,chr5,16500000,16505000,1,0.000143277690443378,0
chr5,164435000,164440000,chr5,164445000,164450000,1,7.19316471878868e-05,0
chr2,226135000,226140000,chr2,226140000,226145000,3,1.24716760196676e-14,0
chrX,106605000,106610000,chrX,106615000,106620000,1,3.86984165929632e-05,0
chr9,11560000,11565000,chr9,11565000,11570000,2,9.40734349429366e-10,0
chr21,20730000,20735000,chr21,20735000,20740000,2,1.91638949838134e-09,0
chr2,5700000,5705000,chr2,5705000,5710000,1,4.30351237944958e-05,0
chr10,123550000,123555000,chr10,123560000,123565000,1,6.91796702245547e-05,0
chr4,31995000,32000000,chr4,32000000,32005000,1,0.000124091297677387,0
chr15,37605000,37610000,chr15,37610000,37615000,2,3.21591197946602e-10,0
chr4,5245000,5250000,chr4,5250000,5255000,2,5.74633816965196e-09,0
chrX,153725000,153730000,chrX,153735000,153740000,1,0.000217739986281041,0
chr8,98745000,98750000,chr8,98750000,98755000,2,1.13869122012123e-08,0
chr4,163160000,163165000,chr4,163165000,163170000,2,5.54387106921709e-12,0
chr18,36250000,36255000,chr18,36255000,36260000,2,4.45858229917992e-09,0
chr18,7815000,7820000,chr18,7825000,7830000,1,0.00015713961818539,0
chr3,110480000,110485000,chr3,110485000,110490000,1,5.88429370043344e-05,0
chrX,83230000,83235000,chrX,83235000,83240000,3,1.98960276217841e-14,0
chr13,38115000,38120000,chr13,38120000,38125000,4,4.12935644673838e-19,0
chr4,137645000,137650000,chr4,137650000,137655000,1,4.35355100611693e-05,0
chr3,108640000,108645000,chr3,108645000,108650000,1,3.22725162333431e-05,0
chr1,103010000,103015000,chr1,103015000,103020000,3,5.57012395029029e-14,0
chr10,55665000,55670000,chr10,55670000,55675000,1,2.7889846255937e-05,0
chr13,87610000,87615000,chr13,87615000,87620000,1,1.41452811436881e-05,0
chr3,189330000,189335000,chr3,189335000,189340000,3,3.40501727412408e-14,0
chr14,86855000,86860000,chr14,86860000,86865000,2,8.10415601665495e-11,0
chr1,168510000,168515000,chr1,168515000,168520000,4,1.99824358883027e-19,0
chr2,167160000,167165000,chr2,167165000,167170000,3,2.23936604639119e-14,0
chrX,76150000,76155000,chrX,76155000,76160000,3,1.13357117061486e-15,0
chr4,104620000,104625000,chr4,104625000,104630000,2,1.363455751889e-10,0
chrX,55660000,55665000,chrX,55670000,55675000,1,0.000104349653283433,0
chr14,80965000,80970000,chr14,80970000,80975000,1,7.09893046745703e-05,0
chr14,46080000,46085000,chr14,46085000,46090000,2,4.16744121775016e-10,0
chr3,8710000,8715000,chr3,8720000,8725000,1,0.000105037609898086,0
chr5,6180000,6185000,chr5,6185000,6190000,4,3.87695250785007e-17,0
chr8,78970000,78975000,chr8,78975000,78980000,2,6.95015471573013e-10,0
chr10,99975000,99980000,chr10,99980000,99985000,3,1.40094523682924e-13,0
chr2,207440000,207445000,chr2,207445000,207450000,2,4.2771091360222e-10,0
chr3,145050000,145055000,chr3,145055000,145060000,3,1.9414679725423e-14,0
chr2,214205000,214210000,chr2,214215000,214220000,1,1.35322714846103e-05,0
chr5,168020000,168025000,chr5,168030000,168035000,1,6.40509478630894e-05,0
chr6,35255000,35260000,chr6,35260000,35265000,3,2.9691917049493e-12,0
chr5,87140000,87145000,chr5,87150000,87155000,1,9.05571426045135e-05,0
chr1,179095000,179100000,chr1,179105000,179110000,1,0.000174623868693513,0
chr16,79340000,79345000,chr16,79345000,79350000,2,3.92140590947761e-09,0
chr16,64495000,64500000,chr16,64505000,64510000,1,0.000111008114800692,0
chr4,97040000,97045000,chr4,97045000,97050000,3,2.14090291688619e-14,0
chr7,48335000,48340000,chr7,48345000,48350000,1,0.00012098938860633,0
chr12,71290000,71295000,chr12,71295000,71300000,3,3.05910628363701e-13,0
chr3,74225000,74230000,chr3,74230000,74235000,1,2.16181008309187e-05,0
chr11,100370000,100375000,chr11,100375000,100380000,2,2.6285221660525e-09,0
chrX,29750000,29755000,chrX,29755000,29760000,2,1.15793610991335e-09,0
chr1,2715000,2720000,chr1,2720000,2725000,3,2.53809762216934e-13,0
chrX,82360000,82365000,chrX,82365000,82370000,2,6.37940165074353e-10,0
chr5,83365000,83370000,chr5,83370000,83375000,2,1.03153279668367e-09,0
chr14,27215000,27220000,chr14,27220000,27225000,2,4.84801714853412e-10,0
chr2,199695000,199700000,chr2,199705000,199710000,1,6.04524620300146e-05,0
chr3,155990000,155995000,chr3,155995000,156000000,1,6.94131782565296e-05,0
chr1,58640000,58645000,chr1,58650000,58655000,1,0.000103757599943976,0
chr2,147855000,147860000,chr2,147860000,147865000,2,1.08672145634021e-09,0
chr11,57975000,57980000,chr11,57980000,57985000,1,0.000130261709402902,0
chr20,53570000,53575000,chr20,53585000,53590000,1,0.000115081533799235,0
chr1,106390000,106395000,chr1,106395000,106400000,3,1.1997610336097e-14,0
chr2,214505000,214510000,chr2,214510000,214515000,2,2.95238457001306e-10,0
chr1,111835000,111840000,chr1,111840000,111845000,2,9.7636635849269e-10,0
chr14,69625000,69630000,chr14,69635000,69640000,1,0.000137778659936948,0
chr5,30200000,30205000,chr5,30205000,30210000,3,5.60361649999239e-13,0
chr4,27760000,27765000,chr4,27770000,27775000,1,0.000132554742560633,0
chr4,141990000,141995000,chr4,141995000,142000000,2,8.78911562895932e-10,0
chr13,108245000,108250000,chr13,108255000,108260000,1,3.87818146330856e-05,0
chr4,126095000,126100000,chr4,126100000,126105000,3,4.07871452471134e-14,0
chrX,103155000,103160000,chrX,103160000,103165000,2,2.22388455981187e-09,0
chr12,133780000,133785000,chr12,133785000,133790000,2,2.98505109604434e-09,0
chr1,95235000,95240000,chr1,95240000,95245000,3,2.9031216872183e-13,0
chr16,82795000,82800000,chr16,82805000,82810000,1,0.000123090683575703,0
chr1,236855000,236860000,chr1,236870000,236875000,1,0.000378999341001067,0
chr6,99645000,99650000,chr6,99650000,99655000,2,1.22011719895973e-10,0
chr20,38365000,38370000,chr20,38375000,38380000,1,5.43312347541995e-05,0
chr3,58260000,58265000,chr3,58265000,58270000,1,4.66003705182676e-05,0
chr1,12890000,12895000,chr1,12895000,12900000,2,7.24106886747376e-09,0
chr13,102665000,102670000,chr13,102670000,102675000,1,1.91911146155887e-05,0
chr1,111580000,111585000,chr1,111585000,111590000,4,7.27938839671319e-17,0
chrX,84480000,84485000,chrX,84490000,84495000,1,7.63848167305681e-05,0
chr13,35870000,35875000,chr13,35875000,35880000,1,1.30110054120877e-05,0
chr4,104915000,104920000,chr4,104920000,104925000,4,3.56040467654424e-19,0
chr7,144970000,144975000,chr7,144975000,144980000,2,5.48788572564423e-09,0
chr18,12715000,12720000,chr18,12720000,12725000,3,1.04350076384379e-12,0
chr13,68355000,68360000,chr13,68360000,68365000,3,2.86112429628212e-14,0
chr9,106045000,106050000,chr9,106050000,106055000,1,6.3779911963154e-05,0
chr2,192215000,192220000,chr2,192220000,192225000,2,1.22015639273194e-09,0
chr5,73995000,74000000,chr5,74000000,74005000,2,5.60666163791614e-10,0
chr17,15220000,15225000,chr17,15225000,15230000,3,2.69867726044215e-13,0
chr3,85920000,85925000,chr3,85925000,85930000,2,2.99866860894659e-10,0
chr4,186440000,186445000,chr4,186445000,186450000,3,5.42008294569418e-14,0
chrX,63390000,63395000,chrX,63395000,63400000,1,3.23183893798392e-05,0
chr3,87730000,87735000,chr3,87735000,87740000,4,2.1136121972922e-18,0
chr18,63525000,63530000,chr18,63530000,63535000,3,2.88796140452023e-15,0
chr13,35860000,35865000,chr13,35865000,35870000,3,8.53048209861555e-15,0
chrX,136880000,136885000,chrX,136885000,136890000,2,5.09530683779366e-10,0
chr8,105965000,105970000,chr8,105970000,105975000,3,2.75944890823709e-15,0
chrX,5870000,5875000,chrX,5875000,5880000,1,1.9091033601207e-05,0
chr1,50630000,50635000,chr1,50635000,50640000,2,1.39435234178636e-08,0
chr13,79740000,79745000,chr13,79745000,79750000,2,7.46864598634489e-10,0
chr18,8050000,8055000,chr18,8060000,8065000,1,6.59189880751673e-05,0
chr17,59470000,59475000,chr17,59480000,59485000,1,0.000131775115390436,0
chr8,79740000,79745000,chr8,79745000,79750000,1,4.25555884447558e-05,0
chr6,63065000,63070000,chr6,63070000,63075000,1,5.15416313970335e-05,0
chr6,120560000,120565000,chr6,120570000,120575000,1,8.11756868913825e-05,0
chr2,67260000,67265000,chr2,67265000,67270000,3,1.19819431040782e-13,0
chr9,79765000,79770000,chr9,79770000,79775000,4,3.95736077849116e-18,0
chrX,26675000,26680000,chrX,26680000,26685000,3,4.07382147405713e-14,0
chr7,107055000,107060000,chr7,107060000,107065000,2,1.09019876765916e-08,0
chr4,22625000,22630000,chr4,22630000,22635000,2,2.7296436865775e-10,0
chr5,153500000,153505000,chr5,153510000,153515000,1,0.000160395586150685,0
chr11,11500000,11505000,chr11,11510000,11515000,1,0.000161137621042268,0
chr11,80910000,80915000,chr11,80915000,80920000,1,2.87321896588531e-05,0
chr6,127930000,127935000,chr6,127935000,127940000,3,2.42096118540803e-15,0
chr5,110685000,110690000,chr5,110695000,110700000,1,0.000123716074715603,0
chr12,101265000,101270000,chr12,101275000,101280000,1,0.000142602296701017,0
chr5,123435000,123440000,chr5,123440000,123445000,3,1.18671816106642e-13,0
chr15,43770000,43775000,chr15,43775000,43780000,2,4.49131064873875e-08,0
chr17,39320000,39325000,chr17,39325000,39330000,4,7.24262075332538e-18,0
chr10,127770000,127775000,chr10,127775000,127780000,2,5.65386129483016e-09,0
chr2,175860000,175865000,chr2,175870000,175875000,1,8.9368833012938e-05,0
chr5,102015000,102020000,chr5,102020000,102025000,1,1.55047464690201e-05,0
chr1,62040000,62045000,chr1,62045000,62050000,1,5.43312610361253e-05,0
chrX,111000000,111005000,chrX,111005000,111010000,2,7.19368165448459e-10,0
chr10,47560000,47565000,chr10,47565000,47570000,2,1.32640331246145e-09,0
chr2,206305000,206310000,chr2,206315000,206320000,1,5.88471072544723e-05,0
chr10,90165000,90170000,chr10,90170000,90175000,1,3.67927607950787e-05,0
chr3,3440000,3445000,chr3,3445000,3450000,2,6.79506530249846e-09,0
chr3,109715000,109720000,chr3,109720000,109725000,1,1.64138281009108e-05,0
chr3,49830000,49835000,chr3,49840000,49845000,1,0.000176745794181378,0
chr15,86685000,86690000,chr15,86695000,86700000,1,4.2501376440674e-05,0
chr8,23140000,23145000,chr8,23150000,23155000,1,0.00027899559337334,0
chrX,150305000,150310000,chrX,150310000,150315000,1,3.43283174093445e-05,0
chr12,53840000,53845000,chr12,53845000,53850000,1,0.000232946216994135,0
chr10,57665000,57670000,chr10,57670000,57675000,2,3.51556347111464e-09,0
chr4,91460000,91465000,chr4,91470000,91475000,1,7.28322915111732e-05,0
chrX,117615000,117620000,chrX,117620000,117625000,3,2.55857347654779e-13,0
chr18,2080000,2085000,chr18,2085000,2090000,3,2.16728808369403e-12,0
chrX,113875000,113880000,chrX,113880000,113885000,2,3.14735902674476e-09,0
chr12,84210000,84215000,chr12,84215000,84220000,4,1.75543697666006e-18,0
chr14,82720000,82725000,chr14,82725000,82730000,4,6.90830390940187e-20,0
chr11,33495000,33500000,chr11,33500000,33505000,4,1.47391158510055e-17,0
chr5,161285000,161290000,chr5,161290000,161295000,1,6.4851527376783e-05,0
chr2,100515000,100520000,chr2,100520000,100525000,2,5.29200728327771e-09,0
chrX,117125000,117130000,chrX,117130000,117135000,2,9.70815990590975e-10,0
