chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chrX,34065000,34070000,chrX,34070000,34075000,1,1.11354145757577e-05,0
chr22,34195000,34200000,chr22,34200000,34205000,2,2.19242126698208e-09,0
chr4,130430000,130435000,chr4,130435000,130440000,2,2.63678071249272e-09,0
chrX,118530000,118535000,chrX,118535000,118540000,2,2.94404526568427e-10,0
chr3,96055000,96060000,chr3,96060000,96065000,2,1.08528210519421e-09,0
chr14,49490000,49495000,chr14,49495000,49500000,2,8.99198290154844e-10,0
chr17,45625000,45630000,chr17,45630000,45635000,1,2.37933243258051e-05,0
chr4,66990000,66995000,chr4,66995000,67000000,1,4.47463900944693e-05,0
chr3,132945000,132950000,chr3,132950000,132955000,3,3.68278100540219e-14,0
chr14,29065000,29070000,chr14,29070000,29075000,3,3.33215939497579e-14,0
chr8,13790000,13795000,chr8,13795000,13800000,1,1.8404234603159e-05,0
chr20,41025000,41030000,chr20,41030000,41035000,3,6.15899163906253e-15,0
chr4,7320000,7325000,chr4,7325000,7330000,3,4.63439749045633e-13,0
chrX,103715000,103720000,chrX,103720000,103725000,2,2.39584011014968e-09,0
chr22,34115000,34120000,chr22,34120000,34125000,3,7.68919401655005e-15,0
chr14,83770000,83775000,chr14,83775000,83780000,2,4.34303971619028e-10,0
chrX,137390000,137395000,chrX,137395000,137400000,1,9.20021758953022e-06,0
chr4,163655000,163660000,chr4,163660000,163665000,1,0.000115605208387468,0
chr1,154440000,154445000,chr1,154445000,154450000,3,7.97047360935699e-12,0
chr4,70285000,70290000,chr4,70290000,70295000,1,2.75010168136763e-05,0
chr17,62805000,62810000,chr17,62810000,62815000,2,7.39384633743533e-11,0
chr5,107905000,107910000,chr5,107910000,107915000,2,1.8944581094441e-10,0
chr15,61515000,61520000,chr15,61520000,61525000,3,4.39053055479986e-14,0
chr19,36675000,36680000,chr19,36680000,36685000,3,6.53533878504248e-13,0
chr22,17335000,17340000,chr22,17340000,17345000,1,4.73277956716467e-05,0
chr9,1140000,1145000,chr9,1145000,1150000,2,2.03101891598646e-10,0
chr4,59055000,59060000,chr4,59060000,59065000,1,3.00983683545332e-05,0
chr3,74155000,74160000,chr3,74160000,74165000,1,2.77310123893332e-05,0
chr4,61075000,61080000,chr4,61080000,61085000,1,7.21299762085806e-05,0
chr7,138700000,138705000,chr7,138705000,138710000,1,4.12410539978798e-05,0
chr13,103905000,103910000,chr13,103910000,103915000,2,3.24071843942006e-09,0
chr1,174830000,174835000,chr1,174835000,174840000,2,2.81001904915417e-08,0
chr7,124470000,124475000,chr7,124475000,124480000,2,1.1444551314108e-08,0
chr11,39340000,39345000,chr11,39345000,39350000,2,9.57106158821695e-10,0
chr18,22585000,22590000,chr18,22595000,22600000,1,0.000110526344631927,0
chr15,71975000,71980000,chr15,71980000,71985000,1,0.000129112883899152,0
chr18,63015000,63020000,chr18,63020000,63025000,1,2.57363972310884e-05,0
chr16,51680000,51685000,chr16,51685000,51690000,2,7.5191699589006e-10,0
chr3,75465000,75470000,chr3,75470000,75475000,1,9.30332248018246e-06,0
chrX,150800000,150805000,chrX,150805000,150810000,1,7.27247358597413e-05,0
chr16,62140000,62145000,chr16,62145000,62150000,2,2.22800783614349e-09,0
chr18,74745000,74750000,chr18,74750000,74755000,2,2.6542267623526e-10,0
chr3,62095000,62100000,chr3,62100000,62105000,3,6.26155916432974e-12,0
chr7,82235000,82240000,chr7,82240000,82245000,1,8.44374523258198e-05,0
chr19,23190000,23195000,chr19,23195000,23200000,2,1.92975173542424e-10,0
chr5,119015000,119020000,chr5,119020000,119025000,1,2.09381959019277e-05,0
chr16,51895000,51900000,chr16,51900000,51905000,2,3.41784697757208e-10,0
chr16,35275000,35280000,chr16,35280000,35285000,1,3.9973562088507e-06,0
chr12,8580000,8585000,chr12,8585000,8590000,1,3.96564598949502e-09,0
chrX,138675000,138680000,chrX,138680000,138685000,2,2.02754012151108e-10,0
chr11,92330000,92335000,chr11,92335000,92340000,2,9.74181628680882e-10,0
chr10,133895000,133900000,chr10,133900000,133905000,1,9.09711289325584e-06,0
chr18,6705000,6710000,chr18,6710000,6715000,3,5.37055010063232e-14,0
chrX,82570000,82575000,chrX,82575000,82580000,1,1.22695641800669e-05,0
chr22,19005000,19010000,chr22,19010000,19015000,1,2.78698139815166e-05,0
chr7,16195000,16200000,chr7,16200000,16205000,1,9.5991261630451e-05,0
chr20,58205000,58210000,chr20,58210000,58215000,1,4.83508267230172e-05,0
chr4,28075000,28080000,chr4,28080000,28085000,2,2.053360938285e-09,0
chr8,69520000,69525000,chr8,69525000,69530000,3,1.4333596761273e-15,0
chr6,109210000,109215000,chr6,109215000,109220000,1,0.000148340964941186,0
chrX,34185000,34190000,chrX,34190000,34195000,1,5.45273521127081e-06,0
chr12,128855000,128860000,chr12,128860000,128865000,2,1.20673944421424e-09,0
chr7,99755000,99760000,chr7,99760000,99765000,4,7.73003717281599e-16,0
chr7,157660000,157665000,chr7,157665000,157670000,2,3.68786477350876e-09,0
chr4,6875000,6880000,chr4,6880000,6885000,2,2.15450916693256e-09,0
chrX,111255000,111260000,chrX,111260000,111265000,2,1.91099475340368e-09,0
chr5,119045000,119050000,chr5,119050000,119055000,1,0.000150291533131977,0
chrX,106665000,106670000,chrX,106670000,106675000,1,1.20950809773069e-05,0
chr14,46810000,46815000,chr14,46815000,46820000,2,1.65199958075106e-09,0
chr5,27520000,27525000,chr5,27525000,27530000,1,7.27564564461185e-05,0
chr1,242455000,242460000,chr1,242460000,242465000,1,8.20882274248514e-06,0
chr4,163925000,163930000,chr4,163930000,163935000,2,5.81814082232814e-09,0
chr10,10760000,10765000,chr10,10765000,10770000,2,3.5117769196429e-10,0
chr17,54025000,54030000,chr17,54030000,54035000,1,6.33750183629366e-05,0
chr16,72520000,72525000,chr16,72525000,72530000,1,0.000127261398765681,0
chr15,87645000,87650000,chr15,87650000,87655000,1,2.4606243195834e-05,0
chrX,86465000,86470000,chrX,86470000,86475000,1,1.29437068699933e-05,0
chr1,30465000,30470000,chr1,30470000,30475000,3,6.0003890943039e-14,0
chr16,66780000,66785000,chr16,66785000,66790000,3,1.08871951070368e-12,0
chr12,61505000,61510000,chr12,61510000,61515000,2,2.08454080654731e-09,0
chr14,75190000,75195000,chr14,75195000,75200000,1,7.06470319475128e-05,0
chr2,141975000,141980000,chr2,141980000,141985000,1,2.12871470086706e-05,0
chrX,104745000,104750000,chrX,104750000,104755000,2,2.41647175056960e-09,0
chrX,51645000,51650000,chrX,51650000,51655000,1,4.85015079637996e-05,0
chr3,75995000,76000000,chr3,76000000,76005000,2,5.46353736768982e-10,0
chr6,122155000,122160000,chr6,122160000,122165000,1,0.000126781671262054,0
chr10,19105000,19110000,chr10,19110000,19115000,2,3.28071088089022e-10,0
chr1,2500000,2505000,chr1,2505000,2510000,1,5.31051690474938e-05,0
chrX,84585000,84590000,chrX,84590000,84595000,2,3.05812034680249e-10,0
chrX,136690000,136695000,chrX,136695000,136700000,2,2.41415361656031e-10,0
chr5,99665000,99670000,chr5,99670000,99675000,1,7.37609715281075e-07,0
chr15,65825000,65830000,chr15,65830000,65835000,3,2.750165478906e-13,0
chr7,145985000,145990000,chr7,145990000,145995000,1,4.60509671306839e-05,0
chr20,2115000,2120000,chr20,2125000,2130000,1,0.000150755326470553,0
chr11,48895000,48900000,chr11,48900000,48905000,1,4.37012392612679e-06,0
chr3,154605000,154610000,chr3,154615000,154620000,1,0.000126052171841351,0
chrX,111275000,111280000,chrX,111280000,111285000,2,1.53900292550092e-09,0
chr13,54150000,54155000,chr13,54155000,54160000,2,2.09698069610279e-09,0
chr2,53370000,53375000,chr2,53375000,53380000,1,0.000121508690584977,0
chr10,81640000,81645000,chr10,81645000,81650000,1,5.18204234947034e-05,0
chr3,162890000,162895000,chr3,162895000,162900000,3,5.71361870890348e-13,0
chr7,88025000,88030000,chr7,88030000,88035000,3,4.6124188402569e-13,0
chr2,185400000,185405000,chr2,185405000,185410000,1,7.67849606469668e-05,0
chr19,29270000,29275000,chr19,29275000,29280000,1,3.29138064048202e-05,0
chr2,236500000,236505000,chr2,236505000,236510000,3,2.9776521297791e-13,0
chr11,26225000,26230000,chr11,26230000,26235000,3,2.65285098407656e-15,0
chr12,82290000,82295000,chr12,82295000,82300000,2,1.51206630249669e-09,0
chr9,6375000,6380000,chr9,6380000,6385000,2,1.17337291591126e-10,0
chrX,7935000,7940000,chrX,7940000,7945000,1,1.75278572151767e-05,0
chr9,11470000,11475000,chr9,11475000,11480000,2,4.0637024190338e-10,0
chr4,166395000,166400000,chr4,166400000,166405000,2,3.84656010359666e-08,0
chr14,87010000,87015000,chr14,87015000,87020000,2,9.05269496704962e-10,0
chrX,58065000,58070000,chrX,58070000,58075000,2,1.54308275070425e-10,0
chrX,38930000,38935000,chrX,38935000,38940000,2,4.93275902888407e-10,0
chr2,125185000,125190000,chr2,125190000,125195000,3,1.47956151032293e-14,0
chr11,129335000,129340000,chr11,129340000,129345000,2,4.09027345390564e-09,0
chr4,73340000,73345000,chr4,73345000,73350000,1,1.9986467492085e-05,0
chr21,35330000,35335000,chr21,35335000,35340000,2,4.81758238937537e-09,0
chr12,34135000,34140000,chr12,34140000,34145000,1,3.76960387069841e-05,0
chr13,104560000,104565000,chr13,104565000,104570000,2,1.70043381721936e-09,0
chr8,88230000,88235000,chr8,88235000,88240000,2,2.02118172032253e-12,0
chr14,49605000,49610000,chr14,49610000,49615000,1,1.57790686095603e-05,0
chr2,29435000,29440000,chr2,29440000,29445000,3,3.08875555644187e-12,0
chr8,136020000,136025000,chr8,136025000,136030000,2,2.36031904770989e-08,0
chr5,36910000,36915000,chr5,36915000,36920000,3,8.61045428078496e-13,0
chr3,94145000,94150000,chr3,94150000,94155000,3,1.17981324725789e-13,0
chr2,34220000,34225000,chr2,34225000,34230000,4,8.49238946772419e-17,0
chr1,98330000,98335000,chr1,98335000,98340000,1,8.96553240520721e-05,0
chr11,88680000,88685000,chr11,88685000,88690000,2,6.15096997469011e-11,0
chr18,24215000,24220000,chr18,24225000,24230000,1,0.000237026441885146,0
chr8,14890000,14895000,chr8,14895000,14900000,1,6.71736003814823e-05,0
chrX,25435000,25440000,chrX,25440000,25445000,1,1.10362772459701e-05,0
chr5,25255000,25260000,chr5,25260000,25265000,1,5.01550195150839e-05,0
chr5,39110000,39115000,chr5,39115000,39120000,3,4.24517874997574e-13,0
chrX,101985000,101990000,chrX,101990000,101995000,3,8.61600713089957e-16,0
chr3,34745000,34750000,chr3,34750000,34755000,2,1.69859389188498e-09,0
chr16,6995000,7000000,chr16,7000000,7005000,2,4.63705440562455e-11,0
chr1,154360000,154365000,chr1,154365000,154370000,3,4.5836129282646e-13,0
chr9,23385000,23390000,chr9,23390000,23395000,2,8.78143052628243e-10,0
chr13,39300000,39305000,chr13,39305000,39310000,3,4.94615232245222e-13,0
chr10,60350000,60355000,chr10,60355000,60360000,3,6.66993708024461e-14,0
chr19,52740000,52745000,chr19,52745000,52750000,3,5.30154209850724e-13,0
chr2,128310000,128315000,chr2,128315000,128320000,1,9.38977933258892e-05,0
chr18,75935000,75940000,chr18,75940000,75945000,2,8.09251519096574e-10,0
chr11,81135000,81140000,chr11,81140000,81145000,2,9.48378688490885e-10,0
chrX,38855000,38860000,chrX,38860000,38865000,3,2.88903730085161e-14,0
chr11,90595000,90600000,chr11,90600000,90605000,2,9.194166433334e-10,0
chr6,153600000,153605000,chr6,153605000,153610000,2,2.4379939537208e-08,0
chr7,105070000,105075000,chr7,105075000,105080000,1,0.000256464435480478,0
chrX,121190000,121195000,chrX,121195000,121200000,1,2.76404823947638e-06,0
chr5,37130000,37135000,chr5,37135000,37140000,3,9.37749601591292e-14,0
chr4,149420000,149425000,chr4,149425000,149430000,3,8.74504366120757e-14,0
chr10,5275000,5280000,chr10,5280000,5285000,1,9.75573913263958e-05,0
chr5,59710000,59715000,chr5,59715000,59720000,3,5.53530508947267e-14,0
chr14,20460000,20465000,chr14,20465000,20470000,1,1.32411226668356e-05,0
chr12,40770000,40775000,chr12,40775000,40780000,2,1.00797243206264e-08,0
chr19,57625000,57630000,chr19,57630000,57635000,3,6.12349357767421e-15,0
chr13,84885000,84890000,chr13,84890000,84895000,2,3.69810761010303e-09,0
chr16,4385000,4390000,chr16,4390000,4395000,1,7.98578561746553e-05,0
chr22,25665000,25670000,chr22,25670000,25675000,2,1.10773986960508e-10,0
chr4,158100000,158105000,chr4,158105000,158110000,1,0.000130230931970281,0
chr15,66310000,66315000,chr15,66315000,66320000,3,3.72433105677036e-13,0
chr9,137280000,137285000,chr9,137285000,137290000,2,5.89723293368392e-10,0
chrX,117725000,117730000,chrX,117730000,117735000,1,2.16162816115731e-05,0
chr7,130355000,130360000,chr7,130360000,130365000,3,1.25375194227122e-12,0
chr19,21905000,21910000,chr19,21910000,21915000,1,1.28802580416155e-05,0
chrX,23855000,23860000,chrX,23860000,23865000,3,3.72776090561887e-14,0
chr6,4565000,4570000,chr6,4570000,4575000,1,0.000108012676354673,0
chrX,71665000,71670000,chrX,71670000,71675000,3,2.66548683630961e-16,0
chr14,41445000,41450000,chr14,41450000,41455000,1,4.27201206279516e-05,0
chr1,72460000,72465000,chr1,72465000,72470000,2,1.83132158029686e-09,0
chr5,21210000,21215000,chr5,21215000,21220000,1,6.00759868567566e-05,0
chr2,73740000,73745000,chr2,73745000,73750000,1,0.000104349183498873,0
chr11,80500000,80505000,chr11,80505000,80510000,1,1.03502336649142e-05,0
chr9,129180000,129185000,chr9,129185000,129190000,3,4.66836030863427e-12,0
chrX,139445000,139450000,chrX,139450000,139455000,2,1.84462237957077e-10,0
chr2,104870000,104875000,chr2,104875000,104880000,3,6.41319505415055e-15,0
chr5,34285000,34290000,chr5,34290000,34295000,1,1.39590564456573e-06,0
chrX,142265000,142270000,chrX,142270000,142275000,1,5.5518751909735e-06,0
chr20,59500000,59505000,chr20,59505000,59510000,1,1.02312661110523e-05,0
chr5,670000,675000,chr5,675000,680000,3,1.6324363403658e-15,0
chrX,147160000,147165000,chrX,147165000,147170000,1,1.69528580056163e-05,0
chrX,82595000,82600000,chrX,82600000,82605000,3,1.74646905572167e-16,0
chr21,44445000,44450000,chr21,44450000,44455000,1,0.000116925454977279,0
chr20,8920000,8925000,chr20,8925000,8930000,2,2.62786329009113e-08,0
chr14,81520000,81525000,chr14,81525000,81530000,1,7.25661331853983e-05,0
chr2,109660000,109665000,chr2,109665000,109670000,1,0.000152111172331395,0
chrX,118445000,118450000,chrX,118450000,118455000,2,1.99879370120761e-10,0
chr7,127660000,127665000,chr7,127670000,127675000,1,5.80934174029499e-05,0
chr6,23425000,23430000,chr6,23430000,23435000,2,6.01384300027595e-10,0
chr1,83835000,83840000,chr1,83840000,83845000,1,2.61732583409728e-07,0
chr6,57770000,57775000,chr6,57775000,57780000,1,9.51754248645523e-07,0
chr13,93320000,93325000,chr13,93325000,93330000,2,1.57648908138945e-11,0
chr11,89160000,89165000,chr11,89165000,89170000,1,2.07200901054922e-05,0
chr3,106640000,106645000,chr3,106645000,106650000,1,6.4846081883212e-05,0
chr21,46665000,46670000,chr21,46670000,46675000,2,2.70435394619445e-09,0
chr12,109275000,109280000,chr12,109280000,109285000,3,4.09672072973783e-13,0
chr3,78095000,78100000,chr3,78100000,78105000,1,3.71765783164882e-05,0
chr18,30625000,30630000,chr18,30630000,30635000,3,2.08573333561711e-14,0
chr17,11255000,11260000,chr17,11260000,11265000,1,3.6918829198453e-05,0
chr1,40975000,40980000,chr1,40980000,40985000,2,1.14578345655489e-08,0
chr8,100040000,100045000,chr8,100045000,100050000,3,1.53599203870797e-11,0
chr10,9140000,9145000,chr10,9145000,9150000,1,4.32197478520268e-05,0
chr6,140330000,140335000,chr6,140340000,140345000,1,0.000197747875606877,0
chr4,3610000,3615000,chr4,3615000,3620000,1,2.22785167796478e-05,0
chr16,22170000,22175000,chr16,22175000,22180000,1,0.000214575099462499,0
chr20,39170000,39175000,chr20,39175000,39180000,3,7.89323992112114e-13,0
chr2,82685000,82690000,chr2,82690000,82695000,2,1.17550403964557e-08,0
chr12,33455000,33460000,chr12,33460000,33465000,3,5.97576194393307e-15,0
chr12,23305000,23310000,chr12,23310000,23315000,1,3.49401118501345e-05,0
chr7,105950000,105955000,chr7,105955000,105960000,3,3.2090355680006e-13,0
chr19,18885000,18890000,chr19,18890000,18895000,3,1.58208632557462e-15,0
chr2,195715000,195720000,chr2,195720000,195725000,1,3.70100383999471e-05,0
chr15,74765000,74770000,chr15,74770000,74775000,1,0.000100495380584534,0
chr12,84175000,84180000,chr12,84180000,84185000,3,4.75871041648116e-15,0
chr4,6590000,6595000,chr4,6595000,6600000,2,2.71048853480862e-09,0
chr12,48015000,48020000,chr12,48020000,48025000,1,8.35889395380569e-05,0
chr11,48665000,48670000,chr11,48670000,48675000,1,5.7263617204995e-06,0
chrX,8685000,8690000,chrX,8690000,8695000,1,2.03433618399568e-05,0
chr6,96055000,96060000,chr6,96060000,96065000,2,8.34484373768258e-09,0
chr14,62680000,62685000,chr14,62685000,62690000,2,5.5415718631453e-09,0
chr12,125995000,126000000,chr12,126000000,126005000,2,4.06429668328967e-09,0
chr5,33255000,33260000,chr5,33260000,33265000,3,2.69499674655125e-12,0
chrX,22455000,22460000,chrX,22460000,22465000,2,6.78691421076129e-11,0
chrX,64635000,64640000,chrX,64640000,64645000,3,5.70436541902875e-14,0
chr11,59150000,59155000,chr11,59155000,59160000,1,1.80830364200931e-05,0
chrX,141350000,141355000,chrX,141355000,141360000,1,5.88498588208445e-06,0
chr17,32480000,32485000,chr17,32485000,32490000,3,6.7089069156354e-14,0
chr7,107170000,107175000,chr7,107175000,107180000,3,3.55163672305241e-13,0
chr2,6095000,6100000,chr2,6100000,6105000,1,2.05614634923006e-05,0
chr2,205535000,205540000,chr2,205540000,205545000,1,3.67681463694883e-05,0
chr8,53755000,53760000,chr8,53760000,53765000,1,9.93534869122659e-05,0
chr4,168280000,168285000,chr4,168285000,168290000,1,0.000243828241902914,0
chr14,28955000,28960000,chr14,28960000,28965000,2,4.18613010791074e-10,0
chr19,53865000,53870000,chr19,53870000,53875000,1,7.06311855923343e-05,0
chr20,6780000,6785000,chr20,6785000,6790000,1,3.71964056774143e-05,0
chr12,85540000,85545000,chr12,85550000,85555000,1,0.000250962892799876,0
chr21,30505000,30510000,chr21,30510000,30515000,3,2.82953314159581e-13,0
chr3,35900000,35905000,chr3,35905000,35910000,2,2.65616333960347e-09,0
chr16,65565000,65570000,chr16,65570000,65575000,3,1.31161877038946e-14,0
chr6,103455000,103460000,chr6,103460000,103465000,2,9.3279995565198e-10,0
chr11,91785000,91790000,chr11,91790000,91795000,3,3.26084446984206e-14,0
chr15,74605000,74610000,chr15,74610000,74615000,2,2.55003800491904e-09,0
chr22,25925000,25930000,chr22,25930000,25935000,2,6.73678847762474e-09,0
chr22,31285000,31290000,chr22,31290000,31295000,2,9.78852113090648e-09,0
chr18,76285000,76290000,chr18,76290000,76295000,1,2.01530197095262e-05,0
chrX,62570000,62575000,chrX,62575000,62580000,3,1.34706565634356e-14,0
chr22,37985000,37990000,chr22,37990000,37995000,3,1.51486491385657e-13,0
chr3,174780000,174785000,chr3,174785000,174790000,1,0.000147183365358736,0
chr14,25335000,25340000,chr14,25340000,25345000,3,6.0607805190609e-14,0
chr12,29030000,29035000,chr12,29035000,29040000,3,6.5634612740373e-13,0
chr1,99820000,99825000,chr1,99825000,99830000,4,1.1661039738072e-17,0
chr2,76345000,76350000,chr2,76350000,76355000,2,6.05719229180551e-10,0
chrX,85715000,85720000,chrX,85720000,85725000,1,4.56047335583385e-06,0
